Filename,Topic 1,Topic 2,Topic 3
570736newsML.xml,48 (0.38722210896167963),17 (0.30770133302756925),5 (0.15087510366324933)
479046newsML.xml,29 (0.3729823358502797),13 (0.2203472106719865),47 (0.15473026924325922)
610743newsML.xml,19 (0.9742105263157809),35 (0.0005263157894738553),49 (0.0005263157894738549)
569231newsML.xml,24 (0.5725467553757961),29 (0.14187826330394795),16 (0.126396365202133)
610269newsML.xml,16 (0.3822554342422908),12 (0.33174749825128613),23 (0.08629571664211215)
479877newsML.xml,43 (0.32100437218411715),49 (0.17781906627939553),0 (0.15498375419053567)
624638newsML.xml,11 (0.623459030333281),20 (0.19956901437073848),37 (0.09070179822994777)
645269newsML.xml,11 (0.4407812605493947),37 (0.18280045270828543),21 (0.13316811424228178)
609558newsML.xml,0 (0.34403517668242073),37 (0.2730841212364632),17 (0.21214845570871083)
570500newsML.xml,2 (0.47937999659226),16 (0.32950100329333176),33 (0.06019219880758021)
479793newsML.xml,44 (0.2727616086697749),16 (0.24598790811928484),13 (0.24432507124306252)
612093newsML.xml,16 (0.8450715043126619),19 (0.14212849568731906),25 (0.00026666666666706854)
479270newsML.xml,47 (0.5931030117139248),27 (0.2180976893315545),18 (0.1493641387518862)
609591newsML.xml,44 (0.2189450935573061),6 (0.20737088930767636),11 (0.18365991118030214)
609072newsML.xml,24 (0.6124748132475784),4 (0.26634741991886424),16 (0.1078169112522374)
789649newsML.xml,48 (0.6763490837889814),22 (0.20431012845756605),21 (0.10680745442010636)
789680newsML.xml,48 (0.7711452255608463),22 (0.22123572682009926),49 (0.0001587301587303035)
569836newsML.xml,24 (0.3191014660641936),43 (0.19568061278882),23 (0.12093324303734497)
609843newsML.xml,44 (0.8121207296265632),4 (0.08929264024279501),29 (0.05784661562036027)
645096newsML.xml,2 (0.33858154101882415),8 (0.334273853350502),22 (0.22630119044405012)
569007newsML.xml,23 (0.6489979591548262),20 (0.32638665622976076),12 (0.0005128205128211066)
610096newsML.xml,23 (0.5598240220480034),42 (0.27913675282252687),19 (0.11831195240218613)
610575newsML.xml,21 (0.45459372529356284),32 (0.2721343541629307),25 (0.2429493398983418)
479931newsML.xml,42 (0.9902970297029644),49 (0.00019801980198032082),11 (0.00019801980198032082)
569377newsML.xml,4 (0.4056194798429455),24 (0.3365762074416891),12 (0.1301163147123791)
529668newsML.xml,28 (0.2935782562704394),18 (0.21802573427847416),5 (0.19648515833407304)
569694newsML.xml,16 (0.6598079176907055),12 (0.20080459931725064),9 (0.13272081632536603)
610605newsML.xml,19 (0.9727777777777669),49 (0.000555555555555772),12 (0.000555555555555772)
609628newsML.xml,12 (0.449849772428855),34 (0.24592783303297708),10 (0.19693005228699045)
570670newsML.xml,39 (0.4933092548883163),38 (0.3699889987648998),35 (0.11196490424150428)
570393newsML.xml,11 (0.546863340559),5 (0.23182016938616518),13 (0.1030010909295362)
479100newsML.xml,37 (0.2715416379617209),9 (0.1903507941470234),12 (0.15431848230036888)
712051newsML.xml,29 (0.2598062861894022),24 (0.21332177466299604),4 (0.15489806547605164)
522785newsML.xml,33 (0.6182158602319618),29 (0.1922903372372285),14 (0.06423809284120413)
609302newsML.xml,23 (0.4842386969143778),42 (0.3298420717211456),37 (0.09199430487347612)
569188newsML.xml,24 (0.4772020799860251),16 (0.4338755529894462),20 (0.0826557003578242)
610433newsML.xml,42 (0.7278132817797687),38 (0.12701194355137654),25 (0.0904569698350804)
569141newsML.xml,16 (0.4309185599638479),13 (0.4020311270215381),3 (0.13571697968125487)
610119newsML.xml,23 (0.34485058411519276),20 (0.17761776365875448),11 (0.15993717023334422)
570994newsML.xml,19 (0.9754999999999941),49 (0.0005000000000001139),12 (0.0005000000000001139)
645433newsML.xml,0 (0.5041030770124136),16 (0.18463138925448538),10 (0.1806004180571094)
645119newsML.xml,22 (0.44222620709924915),0 (0.38189244612622797),8 (0.14987138703546232)
609905newsML.xml,6 (0.446976829520344),0 (0.12761111763544128),42 (0.121476741334513)
522861newsML.xml,14 (0.7675990565050912),4 (0.11565637752510101),10 (0.07500738249891038)
610928newsML.xml,19 (0.9335899519773),17 (0.046410048022691455),49 (0.0004166666666668407)
569970newsML.xml,13 (0.9045511168967736),31 (0.06121363018055437),10 (0.018764429296300213)
609134newsML.xml,16 (0.5414377751978328),12 (0.13039390674828663),49 (0.08675706987327354)
570446newsML.xml,30 (0.5976631337290367),20 (0.2803418808387307),26 (0.11199498543221917)
479336newsML.xml,21 (0.3724959925371647),5 (0.3152030613726033),9 (0.20116808463665822)
804743newsML.xml,44 (0.3618675044365548),8 (0.22451614323720553),24 (0.1722760384187437)
569964newsML.xml,1 (0.3649351223979505),17 (0.18843610161477034),30 (0.16926696645088293)
479322newsML.xml,37 (0.35291323929052615),5 (0.25681248428000025),11 (0.2313923672287551)
661450newsML.xml,34 (0.462956491903005),17 (0.21819254962662016),3 (0.1375889482927826)
570452newsML.xml,39 (0.4380393913989441),12 (0.19345240094818086),29 (0.17241918446282992)
609120newsML.xml,29 (0.7250454279766121),32 (0.1493151902828537),43 (0.10790353268392897)
570178newsML.xml,39 (0.8811208374189019),28 (0.0701486638528409),12 (0.027366862364555905)
479608newsML.xml,36 (0.7859368502808263),43 (0.1740631497191543),11 (0.0008333333333337419)
569155newsML.xml,41 (0.9226892525669838),21 (0.07507298519511921),27 (4.662004674482368e-05)
610427newsML.xml,26 (0.6473651901732146),42 (0.3266888638808357),49 (0.0005405405405406169)
522875newsML.xml,14 (0.6141860102172679),41 (0.353715920148039),30 (0.022846372193054455)
570949newsML.xml,16 (0.6299623930164211),19 (0.11044235544609277),21 (0.10344182533763263)
609911newsML.xml,44 (0.27271007829468896),42 (0.2097337812106018),24 (0.13014900826383083)
645427newsML.xml,41 (0.31190332066099685),46 (0.18649571364142442),11 (0.14238839734890643)
570980newsML.xml,16 (0.5900250336055413),11 (0.1359452347989857),21 (0.08939831769444359)
624595newsML.xml,18 (0.4136862722584854),15 (0.12215033354810978),41 (0.10918874109364493)
522791newsML.xml,25 (0.36112763088573724),5 (0.21495478861011239),33 (0.20754135752828481)
609316newsML.xml,12 (0.6031836835833173),16 (0.31249425815595283),2 (0.05163678480289192)
570387newsML.xml,24 (0.7202464326268395),33 (0.155639730271008),5 (0.06311556099575226)
522758newsML.xml,24 (0.29234163266773244),11 (0.2644043329208358),29 (0.2187613943117417)
479114newsML.xml,5 (0.6283151161628581),24 (0.23217572037953985),43 (0.09129642620630467)
570664newsML.xml,29 (0.6872276710154531),6 (0.17882356648277345),12 (0.0745134804549566)
479925newsML.xml,47 (0.426571192151885),10 (0.1817467391304373),41 (0.17211457312885553)
569649newsML.xml,2 (0.47828514614593604),24 (0.1713479127304954),9 (0.16161914338454839)
610611newsML.xml,19 (0.9777272727272655),49 (0.0004545454545455975),12 (0.0004545454545455975)
569680newsML.xml,5 (0.6054266708994934),42 (0.25321701576114),24 (0.08141136222290116)
569363newsML.xml,46 (0.916168205599524),4 (0.054984030360633374),6 (0.017384349405689628)
477938newsML.xml,37 (0.27737258911264917),9 (0.25971558777895287),23 (0.13980576170736125)
645082newsML.xml,35 (0.455901367871218),29 (0.4233684009532976),42 (0.10073023117539781)
609857newsML.xml,24 (0.820464410984806),23 (0.13846555289190718),44 (0.03220211159497064)
569539newsML.xml,42 (0.6413438190188979),31 (0.3181762792481629),11 (0.019746699836331004)
610561newsML.xml,27 (0.9321996293145567),31 (0.050469630715066),43 (0.007934165007035667)
610082newsML.xml,29 (0.7070380015159683),12 (0.15501630498959906),2 (0.05980543075914528)
569013newsML.xml,20 (0.4153690083331096),42 (0.2682374782098491),32 (0.09325928174263844)
609066newsML.xml,16 (0.3928646650882032),12 (0.29482036646351334),30 (0.09030396612610506)
609585newsML.xml,24 (0.8002812017812097),23 (0.15558287501339357),44 (0.035097461666922056)
479264newsML.xml,12 (0.7394951348964932),22 (0.07692482116032215),42 (0.06717820354447579)
612087newsML.xml,10 (0.614424203777564),20 (0.2928617249752209),39 (0.07530666383978925)
570514newsML.xml,12 (0.8471906188608942),16 (0.13780938113908905),49 (0.0003125000000003424)
479787newsML.xml,44 (0.41164961414933876),14 (0.2513318647620789),24 (0.1634718689103728)
569822newsML.xml,3 (0.42899543203642915),23 (0.3010970386486139),37 (0.13437470075808797)
789694newsML.xml,26 (0.9719999999999984),49 (0.0005714285714285983),12 (0.0005714285714285983)
734347newsML.xml,41 (0.36256364915750994),11 (0.26818393386100886),30 (0.26201818800894205)
569225newsML.xml,41 (0.7655015444028939),44 (0.10421171335684978),11 (0.09258116147440484)
610757newsML.xml,19 (0.9295653499574621),30 (0.05359254477935456),49 (0.00035087719298298136)
659643newsML.xml,33 (0.22681800132889318),8 (0.19372435510038227),31 (0.19068775093906906)
799567newsML.xml,5 (0.5042800372333159),42 (0.22928034723264035),29 (0.06154222605715746)
479863newsML.xml,14 (0.33356386270838523),7 (0.14355314816477158),46 (0.12796454370853716)
479052newsML.xml,47 (0.9898759106997126),49 (0.008032586032307758),11 (4.357298474957541e-05)
609299newsML.xml,5 (0.6077195302769733),43 (0.1529540946988729),37 (0.12533117655145692)
570722newsML.xml,41 (0.4632952486304706),7 (0.42319405537427074),6 (0.057256405088431966)
609250newsML.xml,42 (0.6285183707898025),32 (0.3485590270809127),33 (0.012118004428044301)
570208newsML.xml,17 (0.35122959372617824),46 (0.1794911524665437),41 (0.1703259647406306)
479578newsML.xml,7 (0.3137623461717607),5 (0.3131802249508527),39 (0.17304371709394312)
611751newsML.xml,30 (0.3869360592199054),23 (0.22839936239530298),25 (0.19549764933591787)
568709newsML.xml,35 (0.5891667444009135),22 (0.27338440122319924),21 (0.06305136519782245)
611798newsML.xml,19 (0.9782222222222187),39 (0.000444444444444514),49 (0.00044444444444451293)
478865newsML.xml,26 (0.4334017219497836),32 (0.2931704499957667),42 (0.1384488381285447)
480442newsML.xml,19 (0.9777272727272716),49 (0.000454545454545473),12 (0.000454545454545473)
480168newsML.xml,37 (0.32367315585773765),1 (0.2838774587076878),41 (0.1831494439716003)
714039newsML.xml,6 (0.9284919851540278),17 (0.06817468151263396),49 (6.944444444455541e-05)
608256newsML.xml,23 (0.41913887183301046),42 (0.2398781652771131),39 (0.21254835842178174)
694328newsML.xml,8 (0.9849230769230747),49 (0.00030769230769236126),12 (0.00030769230769236126)
694602newsML.xml,32 (0.6088666808844031),42 (0.28362504571485664),10 (0.07583300482098376)
478054newsML.xml,39 (0.9073101982369755),21 (0.07182023654562761),49 (0.00043478260869576663)
608851newsML.xml,13 (0.5078818861376514),42 (0.25169456723759903),32 (0.09872040354592797)
608898newsML.xml,14 (0.292454649485334),22 (0.1899805133865842),48 (0.1871122539707921)
480397newsML.xml,19 (0.7757466184291393),25 (0.1761376756409864),28 (0.02675206956620061)
625136newsML.xml,41 (0.42833027230146664),40 (0.23785841722244586),16 (0.12783182423628522)
480674newsML.xml,44 (0.43928938253094557),5 (0.16640020755274812),28 (0.100778016383352)
611084newsML.xml,19 (0.9791489361702048),49 (0.00042553191489377363),12 (0.00042553191489377363)
611567newsML.xml,19 (0.8917097278085284),29 (0.0894667427797031),49 (0.00039215686274517083)
694434newsML.xml,24 (0.7010765907886957),30 (0.163684739654901),37 (0.08048868695332709)
478781newsML.xml,1 (0.45297414060375435),42 (0.34766216107576176),32 (0.10850849247330308)
478262newsML.xml,8 (0.6824439769996116),13 (0.11303564524676722),38 (0.10342728657579468)
478748newsML.xml,16 (0.39157788049467207),24 (0.3915724550859147),15 (0.17736088527420862)
608583newsML.xml,49 (0.8351615329045224),30 (0.1562850328109571),3 (0.004910023431793438)
620525newsML.xml,17 (0.5832094667341635),41 (0.1038290920652534),16 (0.10370040299698977)
571038newsML.xml,19 (0.8837777582868868),15 (0.09389666031774625),8 (0.0004651162790701536)
568824newsML.xml,16 (0.9143708553305003),15 (0.04220434193085298),21 (0.025688953681945487)
478112newsML.xml,39 (0.8757675409574699),3 (0.09514154995152362),19 (0.0006060606060676903)
660383newsML.xml,37 (0.6013294694853805),1 (0.34254935278758486),6 (0.04249798932120926)
478438newsML.xml,28 (0.423171587061536),43 (0.18313925323340538),32 (0.14372148507601457)
608310newsML.xml,23 (0.6638292851429811),4 (0.2861353605553667),36 (0.030851680832146698)
627769newsML.xml,30 (0.5276801402485567),46 (0.16540667476084292),23 (0.11755584664704538)
667795newsML.xml,12 (0.3464480693171956),24 (0.2496779076737384),34 (0.19750838725195963)
478923newsML.xml,29 (0.28131268798919357),4 (0.237132792540388),3 (0.15673325081156567)
480504newsML.xml,16 (0.695959329846736),29 (0.08650217987619986),42 (0.080493272951566)
568365newsML.xml,23 (0.7086210402235551),9 (0.13133101757049154),37 (0.08250565238979052)
568686newsML.xml,5 (0.3496271126500418),22 (0.2322003175800965),45 (0.23117101116340025)
622650newsML.xml,5 (0.42096779428375175),12 (0.2680148626702791),1 (0.22374727856468765)
611617newsML.xml,16 (0.6771266508159925),49 (0.10588755281264003),0 (0.0921585625142327)
568962newsML.xml,39 (0.4559008496569868),20 (0.27490957774264746),19 (0.11253012219978453)
694572newsML.xml,24 (0.4896862090511586),20 (0.41725337357649206),16 (0.08679375070567849)
478324newsML.xml,33 (0.46768169498091083),22 (0.2747291209572328),45 (0.14229010111529872)
611421newsML.xml,19 (0.8322229140424894),6 (0.14777708595750091),49 (0.00041666666666686407)
568479newsML.xml,23 (0.6841686389320666),36 (0.15187707733586753),1 (0.11012701871209903)
480218newsML.xml,16 (0.8398484936753229),44 (0.07929721570781116),36 (0.07535721459346446)
608917newsML.xml,13 (0.304625189731964),16 (0.2502277699260956),14 (0.22905189041605784)
570875newsML.xml,4 (0.6660523923229049),16 (0.32559978159011294),49 (0.0001739130434787975)
569543newsML.xml,7 (0.48295820842000003),40 (0.1677511163561389),46 (0.16234788397403974)
610031newsML.xml,9 (0.9700028356576628),23 (0.025823251298857472),12 (8.695652173915618e-05)
569069newsML.xml,13 (0.37631002580690687),29 (0.2986940658170061),42 (0.17873537941860368)
479734newsML.xml,32 (0.3552919850443086),13 (0.3085047674633693),9 (0.2203110309538561)
612034newsML.xml,15 (0.6715336061276865),23 (0.2121784426399096),38 (0.08348330561318469)
570044newsML.xml,29 (0.42261578348700485),39 (0.3200016266280826),32 (0.12986082140822597)
609536newsML.xml,11 (0.4519599893968719),44 (0.37533307394998056),25 (0.16506466023037258)
537184newsML.xml,18 (0.7926313473410083),40 (0.12989890853172467),16 (0.03198567810289961)
666499newsML.xml,11 (0.2094121281331316),40 (0.20407875169277198),44 (0.17894144164526588)
569858newsML.xml,44 (0.865585657306618),20 (0.08988268714151605),49 (0.0251258134858743)
610800newsML.xml,19 (0.9807843137254851),49 (0.00039215686274519793),12 (0.00039215686274519793)
789627newsML.xml,22 (0.48079009679325),4 (0.21739546629457385),48 (0.10512340946027368)
569891newsML.xml,41 (0.7096346244009806),14 (0.26097731562055965),10 (0.02659874247103181)
610207newsML.xml,16 (0.41721719986532),13 (0.40822165982194614),36 (0.11280905833980105)
569296newsML.xml,41 (0.2761305772481478),11 (0.2400312371682662),37 (0.15053350031898216)
569775newsML.xml,16 (0.7034231974569208),12 (0.1845726025789873),2 (0.08117352195978352)
645207newsML.xml,41 (0.31275110326391586),30 (0.2792502594596284),11 (0.2232514798209688)
479819newsML.xml,23 (0.6423456699018804),44 (0.19310383361600159),20 (0.15665133681821783)
525791newsML.xml,46 (0.9338844016103266),41 (0.030367000035022584),22 (0.027714410320424057)
570758newsML.xml,9 (0.27462121556519636),24 (0.24077235690814516),29 (0.23438107135195843)
609700newsML.xml,39 (0.4238820661484055),42 (0.34468815422997096),23 (0.15181833898481345)
522664newsML.xml,30 (0.948059106937002),48 (0.0391305375669458),43 (0.00936713205282208)
479028newsML.xml,47 (0.9980161943319827),14 (4.048582995953742e-05),49 (4.048582995953616e-05)
479502newsML.xml,10 (0.42911512353771464),21 (0.3082438639908341),16 (0.2540171592604306)
570791newsML.xml,16 (0.6345331507653961),4 (0.1991675020005662),32 (0.0746726460033553)
570272newsML.xml,38 (0.3782774545463555),9 (0.2621445070600735),24 (0.18887483507427727)
789761newsML.xml,37 (0.3293588755313559),45 (0.19062721749557937),5 (0.13284938878104538)
804739newsML.xml,41 (0.390799508267158),13 (0.1676853824072926),7 (0.16335742113318802)
610946newsML.xml,16 (0.7070139830978314),25 (0.150242801717929),4 (0.0835320551857326)
570428newsML.xml,39 (0.48639211819006717),47 (0.3802984055297423),19 (0.11038264701188669)
609470newsML.xml,44 (0.22226829020373748),21 (0.2077865247211344),1 (0.17779748461532977)
522514newsML.xml,8 (0.7198093482686188),21 (0.11371136348131225),33 (0.09239391647352842)
479358newsML.xml,42 (0.6835389634660037),3 (0.1545927740479508),39 (0.0846987004559321)
609193newsML.xml,19 (0.9833898305084724),49 (0.0003389830508474987),12 (0.0003389830508474987)
479672newsML.xml,39 (0.349270951008456),17 (0.23955151648503223),36 (0.13922382713997467)
479391newsML.xml,0 (0.672826199853165),44 (0.27205751883644597),40 (0.049922911144638746)
570102newsML.xml,23 (0.5609250993044078),46 (0.3839886385781709),28 (0.04698281384153425)
733347newsML.xml,5 (0.5204007358251183),4 (0.18461671672421862),21 (0.14142557993856844)
659580newsML.xml,34 (0.39636765042851035),17 (0.20241592112943785),16 (0.13375702120005056)
610177newsML.xml,35 (0.561911798072129),23 (0.34904492385566954),13 (0.05547184950075236)
